Código Departamento|Departamento|Código Entidad|Entidad|Dimensión|Subcategoría|Indicador|Dato Numérico|Dato Cualitativo|Año|Mes|Fuente|Unidad de Medida
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 0 y 4 años, del total de población proyectada para la entidad territorial|11,54||2032|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 0 y 4 años, del total de población proyectada para la entidad territorial|11,37||2033|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 0 y 4 años, del total de población proyectada para la entidad territorial|11,21||2034|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 0 y 4 años, del total de población proyectada para la entidad territorial|11,08||2035|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|13,81||2020|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|13,70||2021|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|13,59||2022|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|13,47||2023|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|13,32||2024|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|13,12||2025|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|12,87||2026|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|12,55||2027|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|12,23||2028|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|11,96||2029|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|11,67||2030|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|11,46||2031|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|11,29||2032|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|11,11||2033|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|10,92||2034|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 5 y 9 años, del total de población proyectada para la entidad territorial|10,73||2035|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|12,03||2020|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|11,98||2021|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|11,94||2022|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|11,90||2023|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|11,86||2024|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|11,81||2025|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|11,77||2026|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|11,72||2027|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|11,65||2028|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|11,53||2029|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|11,40||2030|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|11,18||2031|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|10,95||2032|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|10,68||2033|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|10,46||2034|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 10 y 14 años, del total de población proyectada para la entidad territorial|10,23||2035|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,43||2020|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,39||2021|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,35||2022|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,33||2023|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,29||2024|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,28||2025|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,28||2026|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,28||2027|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,28||2028|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,29||2029|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,28||2030|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,27||2031|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,24||2032|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,18||2033|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,11||2034|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 15 y 19 años, del total de población proyectada para la entidad territorial|10,01||2035|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,77||2020|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,80||2021|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,82||2022|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,81||2023|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,77||2024|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,74||2025|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,71||2026|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,71||2027|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,70||2028|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,70||2029|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,70||2030|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,72||2031|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,75||2032|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,77||2033|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,79||2034|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 20 y 24 años, del total de población proyectada para la entidad territorial|8,80||2035|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,35||2020|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,36||2021|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,37||2022|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,39||2023|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,40||2024|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,42||2025|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,41||2026|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,41||2027|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,39||2028|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,39||2029|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,38||2030|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,36||2031|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,37||2032|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,36||2033|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,37||2034|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 25 y 29 años, del total de población proyectada para la entidad territorial|7,39||2035|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,44||2020|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,55||2021|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,66||2022|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,73||2023|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,81||2024|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,84||2025|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,86||2026|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,87||2027|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,89||2028|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,89||2029|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,90||2030|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,92||2031|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,91||2032|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,92||2033|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,89||2034|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 30 y 34 años, del total de población proyectada para la entidad territorial|6,88||2035|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 35 y 39 años, del total de población proyectada para la entidad territorial|5,60||2020|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 35 y 39 años, del total de población proyectada para la entidad territorial|5,67||2021|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 35 y 39 años, del total de población proyectada para la entidad territorial|5,75||2022|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 35 y 39 años, del total de población proyectada para la entidad territorial|5,81||2023|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 35 y 39 años, del total de población proyectada para la entidad territorial|5,90||2024|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 35 y 39 años, del total de población proyectada para la entidad territorial|6,01||2025|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 35 y 39 años, del total de población proyectada para la entidad territorial|6,12||2026|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 35 y 39 años, del total de población proyectada para la entidad territorial|6,22||2027|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
20|Cesar|20570|Pueblo Bello|Demografía y población|Población total por grupos quinquenales de edad|Porcentaje de población entre los 35 y 39 años, del total de población proyectada para la entidad territorial|6,32||2028|12|DANE - Proyecciones de población con base en el Censo 2018. Elaboración DNP|Porcentaje
